id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
6861,Vila Rica,android web,Paid,1/13/23,1/17/23,1/18/23,1/28/23,Cadillac,CTS,2006.0
6862,Porto Seguro,windows,Paid,1/30/23,1/30/23,,,,,
6863,Vila Rica,ios web,Referral,1/21/23,,,,,,
6864,Vale do Sol,other,Organic,1/16/23,,,,,,
6865,Vale do Sol,ios web,Referral,1/27/23,2/8/23,,,,,
6866,Porto Seguro,ios web,Referral,1/2/23,1/3/23,,,,,
6867,Vale do Sol,android web,Referral,1/10/23,1/10/23,1/10/23,,Dodge,Charger,2009.0
6868,Vila Rica,ios web,Paid,1/12/23,1/16/23,,,,,
6869,Vila Rica,ios web,Referral,1/21/23,1/22/23,1/27/23,,Kia,Optima,2015.0
6870,Vale do Sol,other,Referral,1/6/23,1/7/23,1/7/23,,Dodge,Dart,2013.0
6871,Vila Rica,android web,Paid,1/10/23,1/14/23,,,,,
6872,Vale do Sol,windows,Organic,1/23/23,1/24/23,,,,,
6873,Vale do Sol,android web,Organic,1/11/23,1/16/23,1/16/23,,Dodge,Avenger,2014.0
6874,Vale do Sol,mac,Referral,1/6/23,,,,,,
6875,Vila Rica,mac,Paid,1/16/23,,,,,,
6876,Porto Seguro,android web,Referral,1/19/23,1/24/23,,,,,
6877,Vale do Sol,android web,Organic,1/3/23,1/3/23,,,,,
6878,Vila Rica,ios web,Referral,1/4/23,,,,,,
6879,Porto Seguro,android web,Paid,1/29/23,1/30/23,1/31/23,,Toyota,Prius,2014.0
6880,Vale do Sol,ios web,Organic,1/10/23,1/13/23,1/14/23,1/14/23,Toyota,Prius V,2007.0
6881,Porto Seguro,windows,Paid,1/18/23,1/21/23,1/22/23,,Hyundai,Elantra,2012.0
6882,Vale do Sol,android web,Organic,1/30/23,,,,,,
6883,Porto Seguro,ios web,Organic,1/7/23,1/7/23,1/8/23,,Chrysler,Town and Country,2014.0
6884,Vale do Sol,android web,Referral,1/10/23,1/12/23,1/12/23,1/12/23,Hyundai,Sonata,2015.0
6885,Vila Rica,ios web,Referral,1/21/23,,,,,,
6886,Vale do Sol,windows,Paid,1/9/23,1/11/23,,,,,
6887,Vale do Sol,windows,Paid,1/29/23,,,,,,
6888,Vila Rica,ios web,Referral,1/19/23,1/19/23,,,,,
6889,Vale do Sol,ios web,Organic,1/12/23,,,,,,
6890,Vila Rica,ios web,Paid,1/21/23,,,,,,
6891,Vale do Sol,mac,Paid,1/23/23,,,,,,
6892,Vale do Sol,ios web,Paid,1/27/23,,,,,,
6893,Vila Rica,windows,Paid,1/27/23,1/29/23,2/2/23,2/8/23,Saturn,VUE,2003.0
6894,Vale do Sol,other,Organic,1/2/23,1/3/23,1/4/23,,Toyota,Camry,2007.0
6895,Vale do Sol,ios web,Organic,1/10/23,1/10/23,,,,,
6896,Vale do Sol,mac,Referral,1/5/23,1/5/23,,,,,
6897,Porto Seguro,mac,Paid,1/7/23,1/8/23,1/12/23,,Nissan,Versa,2015.0
6898,Vale do Sol,mac,Paid,1/20/23,1/20/23,1/20/23,,Toyota,RAV4,2015.0
6899,Vale do Sol,other,Organic,1/1/23,1/3/23,,,,,
6900,Vila Rica,android web,Paid,1/7/23,1/8/23,,,,,
6901,Vila Rica,windows,Organic,1/31/23,2/1/23,2/2/23,2/10/23,Toyota,Camry,2012.0
6902,Vila Rica,mac,Paid,1/10/23,1/13/23,,,,,
6903,Vale do Sol,other,Organic,1/21/23,1/21/23,,,,,
6904,Vale do Sol,other,Paid,1/5/23,,,,,,
6905,Vale do Sol,android web,Referral,1/5/23,,,,,,
6906,Vale do Sol,ios web,Referral,1/3/23,,,,,,
6907,Vila Rica,ios web,Paid,1/1/23,,,,,,
6908,Vale do Sol,windows,Paid,1/31/23,2/5/23,2/11/23,,Toyota,Prius,2008.0
6909,Vila Rica,windows,Paid,1/6/23,1/6/23,1/6/23,1/6/23,Dodge,Ram 2500,2016.0
6910,Vale do Sol,android web,Paid,1/29/23,,,,,,
6911,Vale do Sol,android web,Paid,1/14/23,1/14/23,1/18/23,,Volkswagen,GLI,2013.0
6912,Vale do Sol,mac,Paid,1/13/23,1/17/23,,,,,
6913,Vale do Sol,windows,Referral,1/25/23,,,,,,
6914,Porto Seguro,ios web,Paid,1/17/23,,,,,,
6915,Porto Seguro,windows,Paid,1/14/23,,,,,,
6916,Porto Seguro,other,Organic,1/1/23,1/5/23,1/7/23,,Toyota,Camry,2012.0
6917,Vila Rica,windows,Organic,1/18/23,1/18/23,1/20/23,1/20/23,Toyota,Camry,2014.0
6918,Vale do Sol,ios web,Referral,1/9/23,,,,,,
6919,Vale do Sol,other,Referral,1/14/23,,,,,,
6920,Vila Rica,android web,Organic,1/14/23,1/19/23,1/19/23,1/19/23,Toyota,Corolla,2009.0
6921,Porto Seguro,other,Paid,1/3/23,1/3/23,1/8/23,1/8/23,Nissan,Altima,2015.0
6922,Porto Seguro,android web,Paid,1/28/23,1/31/23,,,,,
6923,Vale do Sol,ios web,Paid,1/4/23,1/6/23,1/17/23,1/26/23,Kia,Optima,2013.0
6924,Vale do Sol,android web,Referral,1/24/23,1/27/23,1/27/23,1/27/23,GMC,Terrain,2016.0
6925,Vale do Sol,android web,Paid,1/21/23,,,,,,
6926,Vale do Sol,ios web,Referral,1/26/23,,,,,,
6927,Vale do Sol,android web,Paid,1/17/23,1/17/23,1/18/23,,Honda,Civic,2013.0
6928,Porto Seguro,windows,Referral,1/9/23,1/10/23,,,,,
6929,Porto Seguro,android web,Referral,1/30/23,1/30/23,,,,,
6930,Vila Rica,ios web,Organic,1/8/23,1/9/23,,,,,
6931,Vila Rica,mac,Organic,1/8/23,,,,,,
6932,Porto Seguro,ios web,Paid,1/28/23,,,,,,
6933,Vale do Sol,ios web,Paid,1/28/23,1/28/23,,,,,
6934,Vale do Sol,android web,Paid,1/13/23,1/16/23,,,,,
6935,Vale do Sol,ios web,Paid,1/17/23,1/19/23,,,,,
6936,Vale do Sol,android web,Paid,1/27/23,,,,,,
6937,Vila Rica,android web,Referral,1/15/23,,,,,,
6938,Vale do Sol,ios web,Paid,1/23/23,1/23/23,1/23/23,2/10/23,Jaguar,S-Type,2005.0
6939,Vale do Sol,android web,Paid,1/31/23,,,,,,
6940,Porto Seguro,ios web,Referral,1/19/23,1/22/23,1/24/23,2/2/23,Chevrolet,Volt,2011.0
6941,Vale do Sol,ios web,Referral,1/2/23,,,,,,
6942,Vila Rica,android web,Paid,1/30/23,1/30/23,2/1/23,,BMW,X5,2003.0
6943,Vila Rica,android web,Referral,1/27/23,1/27/23,1/28/23,,Dodge,Dart,2016.0
6944,Porto Seguro,ios web,Referral,1/24/23,1/25/23,1/25/23,,Toyota,Highlander,2015.0
6945,Vila Rica,windows,Referral,1/30/23,,,,,,
6946,Vale do Sol,android web,Paid,1/19/23,1/19/23,1/20/23,,Volkswagen,Golf,2016.0
6947,Porto Seguro,ios web,Paid,1/21/23,1/21/23,1/21/23,,Kia,Optima,2014.0
6948,Vila Rica,android web,Organic,1/20/23,1/22/23,1/23/23,1/25/23,Mazda,MAZDA6,2012.0
6949,Porto Seguro,android web,Paid,1/6/23,,,,,,
6950,Vila Rica,mac,Organic,1/6/23,1/6/23,,,,,
6951,Vale do Sol,ios web,Referral,1/6/23,1/7/23,,,,,
6952,Vila Rica,mac,Paid,1/11/23,1/12/23,,,,,
6953,Vila Rica,ios web,Paid,1/13/23,,,,,,
6954,Vale do Sol,ios web,Paid,1/8/23,1/8/23,1/8/23,1/8/23,Chrysler,300,2006.0
6955,Vale do Sol,android web,Paid,1/21/23,1/23/23,1/26/23,,Chevrolet,Cavalier,2004.0
6956,Porto Seguro,android web,Referral,1/26/23,,,,,,
6957,Vale do Sol,ios web,Paid,1/30/23,,,,,,
6958,Vale do Sol,android web,Organic,1/13/23,1/13/23,1/13/23,,Toyota,Prius V,2013.0
6959,Porto Seguro,mac,Organic,1/7/23,1/7/23,1/11/23,1/17/23,Toyota,Prius,2007.0
6960,Vila Rica,other,Paid,1/3/23,,,,,,
6961,Porto Seguro,other,Paid,1/8/23,1/9/23,1/11/23,,Toyota,Camry,2012.0
6962,Vila Rica,mac,Paid,1/14/23,,,,,,
6963,Vale do Sol,ios web,Referral,1/12/23,1/16/23,,,,,
6964,Vila Rica,other,Referral,1/13/23,1/14/23,,,,,
6965,Porto Seguro,windows,Referral,1/25/23,1/25/23,,,,,
6966,Vila Rica,android web,Referral,1/28/23,1/29/23,,,,,
6967,Porto Seguro,ios web,Paid,1/24/23,,,,,,
6968,Vale do Sol,other,Referral,1/5/23,,,,,,
6969,Vila Rica,ios web,Paid,1/7/23,1/7/23,,,,,
6970,Vale do Sol,ios web,Organic,1/27/23,,,,,,
6971,Vale do Sol,other,Paid,1/6/23,1/9/23,,,,,
6972,Vale do Sol,ios web,Paid,1/15/23,,,,,,
6973,Vale do Sol,mac,Paid,1/7/23,,,,,,
6974,Vila Rica,ios web,Referral,1/23/23,1/26/23,1/27/23,2/6/23,Toyota,Tacoma,2005.0
6975,Vale do Sol,ios web,Paid,1/2/23,,,,,,
6976,Vila Rica,android web,Referral,1/25/23,1/28/23,,,,,
6977,Vila Rica,android web,Referral,1/9/23,,,,,,
6978,Vale do Sol,ios web,Referral,1/2/23,1/4/23,1/5/23,,Volvo,S80,2005.0
6979,Vila Rica,android web,Referral,1/13/23,,,,,,
6980,Vale do Sol,android web,Referral,1/6/23,1/7/23,,,,,
6981,Vila Rica,android web,Referral,1/29/23,,,,,,
6982,Porto Seguro,ios web,Organic,1/29/23,1/30/23,2/3/23,2/4/23,Jeep,Patriot,2015.0
6983,Vale do Sol,android web,Referral,1/30/23,1/31/23,,,,,
6984,Vila Rica,android web,Paid,1/20/23,,,,,,
6985,Vila Rica,android web,Paid,1/18/23,1/19/23,1/23/23,2/15/23,Chrysler,Pacifica,2007.0
6986,Vila Rica,android web,Referral,1/29/23,1/29/23,,,,,
6987,Vila Rica,mac,Referral,1/29/23,1/29/23,,,,,
6988,Vale do Sol,ios web,Paid,1/31/23,2/1/23,,,,,
6989,Vale do Sol,mac,Referral,1/21/23,,,,,,
6990,Porto Seguro,windows,Referral,1/15/23,,,,,,
6991,Vale do Sol,ios web,Organic,1/11/23,1/15/23,1/17/23,1/17/23,Toyota,Sienna,2006.0
6992,Vale do Sol,ios web,Paid,1/17/23,1/18/23,1/23/23,,Honda,Accord,2004.0
6993,Vale do Sol,android web,Paid,1/31/23,2/5/23,2/21/23,,Audi,A4,2012.0
6994,Vila Rica,ios web,Paid,1/23/23,1/23/23,1/25/23,,Lincoln,Navigator L,2004.0
6995,Vila Rica,other,Referral,1/2/23,,,,,,
6996,Porto Seguro,ios web,Paid,1/30/23,,,,,,
6997,Vila Rica,android web,Organic,1/27/23,,,,,,
6998,Vale do Sol,android web,Paid,1/13/23,1/15/23,1/16/23,,Toyota,Corolla,2010.0
6999,Vale do Sol,android web,Paid,1/28/23,,,,,,
7000,Vale do Sol,android web,Paid,1/26/23,1/27/23,,,,,
7001,Vila Rica,android web,Paid,1/11/23,1/12/23,1/15/23,,Honda,Accord,2013.0
7002,Vale do Sol,ios web,Organic,1/4/23,1/4/23,,,,,
7003,Porto Seguro,ios web,Paid,1/29/23,,,,,,
7004,Vila Rica,ios web,Paid,1/8/23,1/9/23,1/9/23,,Toyota,Prius C,2013.0
7005,Vila Rica,android web,Paid,1/19/23,1/20/23,,,,,
7006,Vila Rica,android web,Paid,1/30/23,2/4/23,,,,,
7007,Porto Seguro,windows,Referral,1/29/23,2/1/23,2/4/23,2/10/23,Nissan,Altima,2015.0
7008,Vale do Sol,mac,Referral,1/11/23,1/11/23,,,,,
7009,Vale do Sol,android web,Referral,1/21/23,1/21/23,,,,,
7010,Porto Seguro,mac,Referral,1/1/23,1/1/23,,,,,
7011,Vale do Sol,android web,Organic,1/23/23,,,,,,
7012,Porto Seguro,android web,Paid,1/27/23,1/29/23,2/6/23,,Ford,Explorer,2002.0
7013,Vila Rica,ios web,Organic,1/24/23,,,,,,
7014,Vila Rica,android web,Paid,1/30/23,,,,,,
7015,Vila Rica,windows,Referral,1/3/23,,,,,,
7016,Vale do Sol,mac,Organic,1/17/23,1/20/23,1/22/23,2/6/23,Toyota,Corolla,2015.0
7017,Porto Seguro,android web,Organic,1/26/23,,,,,,
7018,Vale do Sol,windows,Paid,1/23/23,,,,,,
7019,Vale do Sol,mac,Paid,1/12/23,1/12/23,1/14/23,,Ford,Fusion,2006.0
7020,Porto Seguro,ios web,Organic,1/20/23,1/22/23,2/3/23,,Toyota,Camry,2009.0
7021,Vila Rica,ios web,Organic,1/24/23,1/25/23,,,,,
7022,Vale do Sol,mac,Organic,1/30/23,,,,,,
7023,Vila Rica,android web,Organic,1/7/23,,,,,,
7024,Vale do Sol,mac,Paid,1/24/23,,,,,,
7025,Porto Seguro,ios web,Organic,1/14/23,,,,,,
7026,Vila Rica,android web,Referral,1/6/23,1/7/23,,,,,
7027,Porto Seguro,android web,Organic,1/1/23,1/2/23,,,,,
7028,Vale do Sol,ios web,Organic,1/19/23,1/19/23,1/22/23,,Lexus,GS,2007.0
7029,Vale do Sol,windows,Organic,1/5/23,1/6/23,,,,,
7030,Vila Rica,ios web,Referral,1/15/23,1/15/23,,,,,
7031,Vale do Sol,android web,Organic,1/21/23,,,,,,
7032,Vila Rica,ios web,Paid,1/4/23,,,,,,
7033,Vila Rica,mac,Paid,1/27/23,1/27/23,,,,,
7034,Vale do Sol,android web,Referral,1/17/23,1/18/23,1/18/23,1/20/23,Toyota,Prius V,2007.0
7035,Vila Rica,other,Referral,1/17/23,1/18/23,1/24/23,,Honda,Pilot,2013.0
7036,Vale do Sol,ios web,Organic,1/1/23,,,,,,
7037,Vila Rica,other,Paid,1/12/23,,,,,,
7038,Porto Seguro,mac,Referral,1/23/23,1/23/23,1/23/23,1/24/23,BMW,5-series,2004.0
7039,Vila Rica,mac,Paid,1/30/23,1/31/23,2/2/23,2/21/23,GMC,Yukon,2004.0
7040,Vila Rica,android web,Organic,1/27/23,1/30/23,,,,,
7041,Vila Rica,windows,Paid,1/26/23,1/27/23,1/30/23,,Volkswagen,Passat,2014.0
7042,Vale do Sol,android web,Referral,1/13/23,,,,,,
7043,Vila Rica,android web,Paid,1/13/23,,,,,,
7044,Vale do Sol,windows,Referral,1/22/23,,,,,,
7045,Porto Seguro,android web,Organic,1/10/23,,,,,,
7046,Vila Rica,other,Paid,1/8/23,1/13/23,,,,,
7047,Vila Rica,android web,Paid,1/9/23,1/17/23,,,,,
7048,Vale do Sol,ios web,Paid,1/26/23,1/27/23,,,,,
7049,Vila Rica,other,Paid,1/6/23,,,,,,
7050,Vale do Sol,other,Referral,1/21/23,1/22/23,,,,,
7051,Vila Rica,windows,Organic,1/6/23,,,,,,
7052,Vale do Sol,windows,Referral,1/30/23,2/3/23,,,,,
7053,Vale do Sol,android web,Organic,1/11/23,,,,,,
7054,Vale do Sol,mac,Paid,1/24/23,1/25/23,1/27/23,3/11/23,Dodge,Caliber,2008.0
7055,Vila Rica,ios web,Paid,1/13/23,,,,,,
7056,Vila Rica,android web,Referral,1/4/23,,,,,,
7057,Porto Seguro,windows,Referral,1/2/23,,,,,,
7058,Vale do Sol,android web,Organic,1/13/23,,,,,,
7059,Vale do Sol,mac,Paid,1/31/23,1/31/23,,,,,
7060,Vale do Sol,ios web,Referral,1/22/23,,,,,,
7061,Porto Seguro,android web,Referral,1/21/23,1/21/23,,,,,
7062,Vale do Sol,android web,Referral,1/2/23,1/7/23,1/15/23,1/26/23,Kia,Soul,2010.0
7063,Porto Seguro,android web,Paid,1/5/23,1/8/23,1/9/23,,Acura,TLX,2005.0
7064,Vila Rica,ios web,Paid,1/16/23,1/21/23,,,,,
7065,Porto Seguro,mac,Organic,1/1/23,1/2/23,1/5/23,,Toyota,Corolla,2005.0
7066,Vila Rica,windows,Organic,1/25/23,,,,,,
7067,Vale do Sol,ios web,Referral,1/10/23,,,,,,
7068,Vila Rica,android web,Organic,1/20/23,1/24/23,,,,,
7069,Vale do Sol,android web,Referral,1/9/23,1/11/23,,,,,
7070,Vale do Sol,mac,Paid,1/29/23,1/29/23,1/29/23,,Nissan,Altima,2008.0
7071,Vale do Sol,mac,Referral,1/5/23,1/7/23,1/15/23,2/11/23,Toyota,Prius C,2015.0
7072,Vila Rica,ios web,Paid,1/16/23,1/16/23,1/20/23,2/25/23,Toyota,Corolla,2013.0
7073,Vila Rica,windows,Paid,1/11/23,1/16/23,,,,,
7074,Vale do Sol,android web,Referral,1/20/23,,,,,,
7075,Vale do Sol,ios web,Paid,1/1/23,1/1/23,1/6/23,,Acura,RDX,2009.0
7076,Vale do Sol,ios web,Paid,1/21/23,1/21/23,,,,,
7077,Vila Rica,ios web,Referral,1/22/23,1/23/23,,,,,
7078,Vale do Sol,ios web,Paid,1/7/23,,,,,,
7079,Vale do Sol,android web,Paid,1/3/23,1/3/23,1/7/23,,Subaru,Legacy,2016.0
7080,Vila Rica,android web,Referral,1/14/23,1/14/23,1/15/23,1/15/23,Kia,Soul,2014.0
7081,Vale do Sol,android web,Organic,1/24/23,1/26/23,,,,,
7082,Vila Rica,windows,Referral,1/31/23,2/1/23,,,,,
7083,Vale do Sol,ios web,Organic,1/3/23,1/3/23,,,,,
7084,Vale do Sol,android web,Paid,1/20/23,1/22/23,,,,,
7085,Vale do Sol,ios web,Paid,1/5/23,1/5/23,1/5/23,,Toyota,Prius V,2013.0
7086,Vale do Sol,mac,Organic,1/16/23,,,,,,
7087,Porto Seguro,ios web,Paid,1/2/23,1/3/23,1/4/23,,Toyota,Camry,2004.0
7088,Vale do Sol,android web,Paid,1/11/23,,,,,,
7089,Porto Seguro,ios web,Paid,1/10/23,1/11/23,,,,,
7090,Vale do Sol,ios web,Paid,1/14/23,,,,,,
7091,Porto Seguro,android web,Organic,1/22/23,1/24/23,,,,,
7092,Vila Rica,android web,Referral,1/14/23,,,,,,
7093,Porto Seguro,ios web,Referral,1/9/23,1/9/23,,,,,
7094,Vale do Sol,ios web,Paid,1/19/23,,,,,,
7095,Vale do Sol,windows,Organic,1/8/23,1/9/23,1/10/23,1/17/23,Audi,A4,2007.0
7096,Porto Seguro,android web,Paid,1/30/23,,,,,,
7097,Vale do Sol,ios web,Organic,1/27/23,1/28/23,,,,,
7098,Vale do Sol,other,Referral,1/23/23,1/24/23,,,,,
7099,Vila Rica,mac,Referral,1/29/23,2/1/23,,,,,
7100,Vale do Sol,android web,Referral,1/21/23,1/23/23,,,,,
7101,Vale do Sol,android web,Referral,1/10/23,1/16/23,,,,,
7102,Vila Rica,other,Paid,1/18/23,1/18/23,1/19/23,,Hyundai,Elantra,2013.0
7103,Vale do Sol,ios web,Paid,1/22/23,,,,,,
7104,Vila Rica,ios web,Paid,1/26/23,,,,,,
7105,Vila Rica,ios web,Paid,1/6/23,1/12/23,,,,,
7106,Vila Rica,windows,Referral,1/18/23,1/18/23,,,,,
7107,Vila Rica,android web,Paid,1/9/23,1/9/23,1/9/23,,Chevrolet,Impala,2011.0
7108,Vale do Sol,android web,Paid,1/21/23,1/24/23,,,,,
7109,Vale do Sol,windows,Paid,1/26/23,1/27/23,,,,,
7110,Vale do Sol,ios web,Organic,1/10/23,1/14/23,,,,,
7111,Vale do Sol,ios web,Paid,1/5/23,,,,,,
7112,Porto Seguro,ios web,Paid,1/26/23,1/29/23,,,,,
7113,Vila Rica,other,Organic,1/10/23,1/10/23,1/11/23,,Volkswagen,Jetta,2014.0
7114,Vale do Sol,mac,Paid,1/25/23,1/26/23,,,,,
7115,Vale do Sol,android web,Referral,1/24/23,,,,,,
7116,Vale do Sol,other,Organic,1/21/23,1/23/23,1/24/23,,Hyundai,XG350,2005.0
7117,Porto Seguro,ios web,Paid,1/13/23,,,,,,
7118,Vale do Sol,android web,Paid,1/28/23,1/30/23,,,,,
7119,Vila Rica,android web,Referral,1/8/23,1/8/23,,,,,
7120,Vale do Sol,ios web,Referral,1/20/23,,,,,,
7121,Porto Seguro,windows,Paid,1/20/23,,,,,,
7122,Vila Rica,windows,Organic,1/10/23,,,,,,
7123,Vale do Sol,android web,Paid,1/19/23,1/21/23,,,,,
7124,Vale do Sol,android web,Organic,1/31/23,1/31/23,,,,,
7125,Vale do Sol,android web,Paid,1/16/23,1/16/23,1/16/23,,Tesla,Model S,2016.0
7126,Vale do Sol,windows,Referral,1/4/23,,,,,,
7127,Vale do Sol,ios web,Referral,1/16/23,1/16/23,1/28/23,1/30/23,Volkswagen,Passat,2014.0
7128,Vila Rica,ios web,Organic,1/27/23,1/27/23,,,,,
7129,Vale do Sol,ios web,Referral,1/11/23,1/13/23,,,,,
7130,Vale do Sol,android web,Referral,1/10/23,1/12/23,1/12/23,,Nissan,Sentra,2013.0
7131,Vale do Sol,windows,Paid,1/19/23,,,,,,
7132,Vila Rica,ios web,Referral,1/6/23,,,,,,
7133,Vale do Sol,ios web,Organic,1/22/23,,,,,,
7134,Vale do Sol,ios web,Organic,1/28/23,,,,,,
7135,Vale do Sol,android web,Paid,1/10/23,,,,,,
7136,Vale do Sol,other,Paid,1/1/23,1/2/23,,,,,
7137,Vila Rica,ios web,Organic,1/12/23,,,,,,
7138,Vila Rica,ios web,Paid,1/14/23,1/18/23,1/26/23,,Lexus,GS,2001.0
7139,Porto Seguro,android web,Referral,1/28/23,1/28/23,,,,,
7140,Porto Seguro,ios web,Paid,1/5/23,1/5/23,,,,,
7141,Vale do Sol,windows,Paid,1/12/23,1/13/23,,,,,
7142,Porto Seguro,ios web,Referral,1/20/23,1/20/23,,,,,
7143,Vale do Sol,android web,Paid,1/20/23,,,,,,
7144,Porto Seguro,ios web,Paid,1/16/23,1/17/23,,,,,
7145,Vale do Sol,windows,Referral,1/15/23,1/17/23,1/18/23,,Nissan,Altima Hybrid,2015.0
7146,Vale do Sol,android web,Paid,1/20/23,,,,,,
7147,Vale do Sol,android web,Referral,1/16/23,,,,,,
7148,Vale do Sol,windows,Paid,1/24/23,,,,,,
7149,Vila Rica,android web,Paid,1/30/23,1/31/23,2/14/23,,Lexus,GS,2016.0
7150,Vale do Sol,android web,Organic,1/1/23,,,,,,
7151,Porto Seguro,android web,Referral,1/28/23,,,,,,
7152,Vila Rica,windows,Paid,1/11/23,1/17/23,1/20/23,,Dodge,Grand Caravan,2005.0
7153,Porto Seguro,android web,Organic,1/6/23,1/6/23,,,,,
7154,Porto Seguro,ios web,Paid,1/17/23,,,,,,
7155,Vila Rica,android web,Referral,1/3/23,1/3/23,,,,,
7156,Vila Rica,ios web,Paid,1/25/23,1/27/23,2/12/23,2/24/23,Honda,Accord,2015.0
7157,Vila Rica,windows,Referral,1/19/23,1/20/23,,,,,
7158,Vila Rica,ios web,Referral,1/17/23,,,,,,
7159,Vale do Sol,windows,Referral,1/3/23,,,,,,
7160,Vale do Sol,ios web,Referral,1/2/23,1/3/23,1/3/23,1/4/23,Mercedes-Benz,C-Class,2005.0
7161,Vale do Sol,windows,Referral,1/23/23,1/24/23,1/27/23,1/29/23,Toyota,Sienna,2008.0
7162,Vale do Sol,android web,Paid,1/26/23,1/30/23,1/31/23,,Nissan,Sentra,2015.0
7163,Vale do Sol,android web,Referral,1/11/23,1/12/23,1/14/23,1/23/23,Kia,Soul,2014.0
7164,Porto Seguro,ios web,Paid,1/15/23,1/15/23,,,,,
7165,Vale do Sol,other,Organic,1/23/23,,,,,,
7166,Vila Rica,ios web,Organic,1/27/23,1/28/23,,,,,
7167,Vila Rica,ios web,Referral,1/17/23,1/18/23,1/19/23,1/19/23,Scion,xB,2005.0
7168,Vila Rica,ios web,Referral,1/18/23,1/20/23,1/20/23,2/19/23,Toyota,Camry,2007.0
7169,Vale do Sol,android web,Referral,1/9/23,,,,,,
7170,Vale do Sol,windows,Referral,1/2/23,1/2/23,,,,,
7171,Vila Rica,ios web,Referral,1/10/23,1/10/23,,,,,
7172,Vale do Sol,ios web,Paid,1/1/23,1/3/23,,,,,
7173,Vila Rica,other,Paid,1/2/23,,,,,,
7174,Vale do Sol,windows,Referral,1/1/23,,,,,,
7175,Vila Rica,ios web,Organic,1/20/23,,,,,,
7176,Vale do Sol,mac,Paid,1/12/23,1/15/23,,,,,
7177,Porto Seguro,windows,Referral,1/7/23,1/7/23,1/9/23,1/11/23,Toyota,Prius,2006.0
7178,Vale do Sol,android web,Organic,1/20/23,1/20/23,,,,,
7179,Vale do Sol,ios web,Referral,1/12/23,,,,,,
7180,Vale do Sol,android web,Paid,1/31/23,2/3/23,,,,,
7181,Porto Seguro,ios web,Organic,1/19/23,1/19/23,,,,,
7182,Vale do Sol,windows,Paid,1/15/23,1/17/23,,,,,
7183,Vale do Sol,android web,Referral,1/2/23,1/2/23,,,,,
7184,Vale do Sol,windows,Paid,1/22/23,1/22/23,1/23/23,,Toyota,Corolla,2015.0
7185,Vila Rica,android web,Paid,1/6/23,1/6/23,1/10/23,,Nissan,Sentra,2013.0
7186,Vale do Sol,ios web,Organic,1/27/23,,,,,,
7187,Vale do Sol,other,Organic,1/13/23,,,,,,
7188,Vila Rica,ios web,Paid,1/4/23,,,,,,
7189,Vila Rica,mac,Paid,1/24/23,1/24/23,,,,,
7190,Vale do Sol,windows,Referral,1/13/23,,,,,,
7191,Vale do Sol,windows,Organic,1/29/23,2/8/23,,,,,
7192,Vale do Sol,android web,Organic,1/6/23,1/10/23,,,,,
7193,Porto Seguro,android web,Organic,1/13/23,,,,,,
7194,Porto Seguro,mac,Paid,1/29/23,1/30/23,1/30/23,,GMC,Acadia,2007.0
7195,Vila Rica,ios web,Paid,1/24/23,1/25/23,2/5/23,,Hyundai,Sonata,2009.0
7196,Porto Seguro,ios web,Referral,1/1/23,,,,,,
7197,Vila Rica,ios web,Organic,1/14/23,1/14/23,,,,,
7198,Porto Seguro,windows,Paid,1/11/23,,,,,,
7199,Vale do Sol,ios web,Organic,1/24/23,1/24/23,,,,,
7200,Vale do Sol,windows,Referral,1/18/23,,,,,,
7201,Vale do Sol,other,Organic,1/19/23,1/20/23,1/22/23,1/22/23,Dodge,Caravan,2015.0
7202,Vila Rica,windows,Referral,1/18/23,1/19/23,,,,,
7203,Vila Rica,android web,Paid,1/25/23,,,,,,
7204,Vale do Sol,other,Referral,1/28/23,,,,,,
7205,Vale do Sol,windows,Paid,1/25/23,1/30/23,2/5/23,,Nissan,Quest,2004.0
7206,Vale do Sol,android web,Paid,1/5/23,1/5/23,1/11/23,,Honda,Pilot,2013.0
7207,Vila Rica,ios web,Paid,1/6/23,,,,,,
7208,Vila Rica,ios web,Organic,1/18/23,,,,,,
7209,Vale do Sol,other,Referral,1/20/23,,,,,,
7210,Porto Seguro,ios web,Paid,1/20/23,1/21/23,1/23/23,,Mercedes-Benz,E-Class,2003.0
7211,Porto Seguro,mac,Paid,1/7/23,,,,,,
7212,Porto Seguro,ios web,Paid,1/1/23,1/1/23,1/6/23,1/7/23,Hyundai,Accent,2013.0
7213,Vila Rica,mac,Referral,1/14/23,,,,,,
7214,Porto Seguro,ios web,Organic,1/20/23,1/24/23,1/28/23,2/27/23,Nissan,Sentra,2014.0
7215,Porto Seguro,ios web,Organic,1/30/23,,,,,,
7216,Vila Rica,ios web,Referral,1/24/23,1/24/23,,,,,
7217,Vale do Sol,android web,Paid,1/26/23,1/26/23,1/31/23,,Lexus,ES,2005.0
7218,Vale do Sol,windows,Paid,1/23/23,1/23/23,,,,,
7219,Vale do Sol,mac,Referral,1/9/23,1/10/23,,,,,
7220,Vale do Sol,windows,Paid,1/30/23,1/30/23,1/31/23,,Honda,Odyssey,2016.0
7221,Vila Rica,ios web,Paid,1/16/23,,,,,,
7222,Vale do Sol,mac,Referral,1/27/23,,,,,,
7223,Vale do Sol,windows,Paid,1/26/23,1/27/23,,,,,
